Run	RgxName	genPolicy	timeoutStrGenSecs	totalTimeoutSecs	popSizeFactor	TimeNs	numGens	finalFitness	genStrings	numFinalFaults	numInitFaults	monitoring	maxNumGens	thFitness	OracleName	FinalRgx
1	Email_oracle_mut1	RND_POP	30	600	100	630115423113	6	1.0	87305	1.2773767802504946E294	1.5593216211769342E290	true	2147483647	2.0	Email_oracle	((\W|\.)){1,}@(((\W|~(\-))){1,}\.){1,}(\W){2,5}
1	Email_oracle_mut2	RND_POP	30	600	100	644120422461	7	1.0	98305	6.386883898278371E293	5.109585088272578E294	true	2147483647	2.0	Email_oracle	((.&~((\w|((\W|\w)|.)))))?\+@((\-){1,}.){1,}(\-){2,4}
1	Email_oracle_mut3	RND_POP	30	600	100	647114951456	7	1.0	97176	3.898244567274096E289	5.109585088272578E294	true	2147483647	2.0	Email_oracle	(\w|\.)\+@((\w){1,}.){1,}(\W|\w)(\W){1,3}
1	Date1_oracle_mut1	RND_POP	30	600	100	630418857032	7	1.0	85796	3.687126696930812E286	4.7166855448890225E273	true	2147483647	2.0	Date1_oracle	(\0[\1-\9]|((\1|\2)[\0-\9]|\3(\0|\1)))(((\-|\ )|\/)|~(\.))(.&~((~(\0)[\1-\9]|\1((\0|\1)|\2))))(.&~((\-|(\ |(\/|\.)))))(19|20)(\d|\D)(\d|\D)
1	Date1_oracle_mut2	RND_POP	30	600	100	630064288588	7	1.0	54255	8.624829673627831E286	7.727817596746174E277	true	2147483647	2.0	Date1_oracle	(\0[\1-\9]|((\1|\2)[\1-\9]|\3(\0|\1)))(((\-|~(\ ))|\/)|\.)(~(\0)[\1-\9]|~(\1)((\0|\1)|\2))(((\-|\ )|\/)|.)\d(\D|\d)(\d|\d)
1	Date1_oracle_mut3	RND_POP	30	600	100	630029923931	7	1.0	73081	3.955929811842406E273	7.727817596746174E277	true	2147483647	2.0	Date1_oracle	(\2[\0-\9]|(\0(\.&~([\2-\9]))|\3(\0|\1)))(((\-|\ )|\/)|\.)(\1(\0|\1)|~(\0)[\1-\9])(((\-|\ )|\/)|\.)(19|20)(\d|\D)\D
1	IndianVehicle_oracle_mut1	RND_POP	30	600	100	630164099576	7	1.0	58319	1.7844883626558738E286	7.267837117464E12	true	2147483647	2.0	IndianVehicle_oracle	((((.&~(([\a-\z]|\|)))|~([\a-\z]))){2,2}(\s){1,1}(\d){2,2}(\s){1,1}((([\A-\Z]|~(\|))|[\a-\z])){1,2}(\s){1,1}((\d|\D)){1,4})?((((.&~(([\A-\Z]|(\||[\A-\z])))))?){3,3}(\s){1,1}(\d){1,4})*
1	IndianVehicle_oracle_mut2	RND_POP	30	600	100	630081310984	7	1.0	94723	3.567588216325067E285	1.3587813403416E13	true	2147483647	2.0	IndianVehicle_oracle	(((([\A-\z]|~(\|))|[\a-\z])){2,2}(\s){1,1}((\d|\D)){2,2}(\s){1,1}(((((.&~([\A-\Z])))?|\|)|[\a-\z])){1,2}(\s){1,1}((\d|\D)){1,4})?((((([\A-\Z]|\|)|[\A-\z])|[\0-\9])){3,3}(\s){1,1}(\d){1,4})?
1	IndianVehicle_oracle_mut3	RND_POP	30	600	100	630256628939	8	1.0	21158	7.589919546548083E285	6.392934738717091E279	true	2147483647	2.0	IndianVehicle_oracle	(((((.&~(([\a-\z]|\|))))?|[\a-\z])){2,2}(~(\s)){1,1}(\d){2,2}(\s){1,1}(([\B-\Z]|[\a-\z])){1,2}(\s){1,1}(\d){1,4})?(((([\A-\Z]|\|)|[\A-\z])){3,3}(((\s|\S)|[\A-\Z])){1,1}(\d){1,4})?
1	ItalianFiscalCode_oracle_mut1	RND_POP	30	600	100	630833244420	9	1.0	22326	1.5150187200753505E262	3.887435172233287E267	true	2147483647	2.0	ItalianFiscalCode_oracle	(([\A-\Z]|[\a-\z])){7,7}(((((((((([\0-\9]|\L)|\M)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)){2,2}(([\A-\Z]|[\a-\z])){1,2}((((((((((((~([\0-\9])|\L)|\M)|\N)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)|[\0-\9])){2,3}(([\A-\Z]|[\a-\z])){1,1}((((((((((([\0-\9]|\M)|\N)|(\P|\p))|\q)|\R)|\S)|\T)|\U)|\V)|[\A-\Z])){3,3}(([\A-\Z]|[\a-\z])){2,2}
