Run	RgxName	genPolicy	timeoutStrGenSecs	totalTimeoutSecs	popSizeFactor	TimeNs	numGens	finalFitness	genStrings	numFinalFaults	numInitFaults	monitoring	maxNumGens	thFitness	OracleName	FinalRgx
1	Email_oracle_mut1	ALL	30	600	100	604147763458	21	1.0	1513	0.0	1.5593216211769342E290	true	2147483647	2.0	Email_oracle	(\.&~(((\w|\.)|[\b-\z])))\+@(.&~((.&~((\w|\-)))))\+(\.)?((\W|(\w|\W))|\-)((.&~((\W|\-))))?(((~(\w)|(\w|\w))|\-)){0,3}
1	Email_oracle_mut2	ALL	30	600	100	600334631015	20	1.0	985	0.0	5.109585088272578E294	true	2147483647	2.0	Email_oracle	((.&~(.))){1,}@((\-|[\a-\y])){1,}(.){1,}((((.&~(((((\w|\W)|(\W|\W))|\-)|[\a-\z]))))?)?\?){2,4}
1	Email_oracle_mut3	ALL	30	600	100	600501565306	20	1.0	1053	0.0	5.109585088272578E294	true	2147483647	2.0	Email_oracle	(.&~(((\w|\W)|.)))\+@((.&~((\W|(\W|(\w|((\w|((\W|\w)|\w))|\-))))))\+.){2,}((\W|\-)){1,5}
1	Date1_oracle_mut1	ALL	30	600	100	618912169342	17	1.0	1596	0.0	4.7166855448890225E273	true	2147483647	2.0	Date1_oracle	(\0[\1-\9]|((\1|\2)[\0-\9]|\3(\0|\1)))(((\-|\ )|\/)|\.)(\0[\1-\9]|\1((\0|\1)|\2))(((\-|\ )|\/)|\.)((\.&~((.&~([\a-\z]))))~(\*)|(19|20))dd
1	Date1_oracle_mut2	ALL	30	600	100	616514847282	17	1.0	1514	0.0	7.727817596746174E277	true	2147483647	2.0	Date1_oracle	(\0[\1-\9]|((\1|\2)[\0-\9]|\3(\0|\1)))(((\-|\ )|\/)|\.)(\0[\1-\9]|\1((\0|\1)|\2))(((\-|\ )|\/)|\.)((19|20)|(\.&~(((.&~([\A-\y]))|[\B-\Y])))\?)dd
1	Date1_oracle_mut3	ALL	30	600	100	611149172958	17	1.0	1317	11904.0	7.727817596746174E277	true	2147483647	2.0	Date1_oracle	(\0[\1-\9]|((\1|\2)[\0-\9]|\3(\0|\1)))(((\-|\ )|\/)|\.)(\0[\1-\9]|\1((\0|\1)|\2))(((\-|\ )|\/)|\.)(19|20)\d(\d|(\.&~((\d|\D)))???)
1	IndianVehicle_oracle_mut1	ALL	30	600	100	619040757308	16	1.0	407	0.0	7.267837117464E12	true	2147483647	2.0	IndianVehicle_oracle	((((([\A-\Y]|\|)|[\a-\z])|[\B-\Z])){2,2}(\s){1,1}(\d){2,2}(\s){1,1}((((([\A-\Y]|[\a-\y])|[\b-\z])|\|)|([\a-\z]|([\A-\Z]|[\a-\z])))){1,2}(\s){1,1}(\d){1,4})?(((([\A-\Z]|\|)|[\a-\z])){3,3}(\s){1,1}(\d){1,4})?
1	IndianVehicle_oracle_mut2	ALL	30	600	100	612178197962	16	1.0	386	0.0	1.3587813403416E13	true	2147483647	2.0	IndianVehicle_oracle	(((([\a-\z]|\|)|[\A-\Z])){2,2}(\s){1,1}(\d){2,2}(\s){1,1}((((([\a-\z]|\|)|[\a-\z])|[\A-\Z])|[\A-\Z])){1,2}(\s){1,1}(\d){1,4})?(((((([\A-\Z]|\|)|[\a-\z])|[\A-\Z])|[\A-\Z])){3,3}(\s){1,1}(\d){1,4})?
1	IndianVehicle_oracle_mut3	ALL	30	600	100	628641009459	16	1.0	964	0.0	6.392934738717091E279	true	2147483647	2.0	IndianVehicle_oracle	((((([\b-\z]|\|)|[\a-\z])|([\A-\Z]|[\a-\z]))){2,2}(\s){1,1}(\d){2,2}(\s){1,1}(((([\A-\Z]|([\a-\z]|[\A-\Z]))|\|)|[\a-\x])){1,2}(\s){1,1}(\d){1,4})?((((([\B-\Z]|\|)|[\a-\z])|[\A-\Y])){3,3}(\s){1,1}(\d){1,4})?
1	ItalianFiscalCode_oracle_mut1	ALL	30	600	100	629178467552	11	1.0	1264	0.0	3.887435172233287E267	true	2147483647	2.0	ItalianFiscalCode_oracle	(([\A-\Z]|([\a-\z]|[\A-\Z]))){6,6}((((((((((([\0-\9]|\L)|\M)|\N)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)){2,2}(([\A-\Z]|[\a-\z])){1,1}(((((((((((([\0-\8]|\L)|\M)|\N)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)|[\0-\9])){2,2}((([\A-\Y]|[\a-\z])|[\A-\Z])){1,1}((((((((((([\0-\9]|\L)|\M)|\N)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)){3,3}(([\A-\Z]|[\a-\z])){1,1}
1	ItalianFiscalCode_oracle_mut2	ALL	30	600	100	624580016943	11	1.0	1088	0.0	3.3329897307935145E267	true	2147483647	2.0	ItalianFiscalCode_oracle	(([\A-\Z]|[\a-\z])){6,6}((((((((((([\0-\9]|\L)|\M)|\N)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)){2,2}((([\A-\Z]|[\a-\z])|([\b-\z]|[\A-\Z]))){1,1}((((((((((([\0-\9]|\L)|\M)|\N)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)){2,2}(([\A-\Z]|[\a-\z])){1,1}(((((((((((([\0-\8]|\L)|\M)|\N)|\P)|\Q)|\R)|\S)|\T)|\U)|\V)|[\1-\9])){3,3}(([\A-\Z]|[\a-\z])){1,1}
